two_theta,intensity,raw_intensity
10.015,0.05714285714285174,0.0
10.045,0.0,0.0
10.075,0.342857142857143,0.0
10.105,0.4000000000000002,1.0
10.135,0.685714285714286,0.0
10.165,0.4000000000000002,1.0
10.195,0.342857142857143,0.0
10.225,0.0,0.0
10.255,44.400000000000034,0.0
10.285,127.02857142857148,171.0
10.315,177.82857142857154,166.0
10.345,155.37142857142868,151.0
10.375,152.2857142857144,154.0
10.405,150.2000000000001,152.0
10.435,142.4285714285715,142.0
10.465,148.4285714285715,142.0
10.495,156.17142857142863,165.0
10.525,150.97142857142865,149.0
10.555,139.54285714285723,135.0
10.585,135.94285714285724,141.0
10.615,134.14285714285722,132.0
10.645,133.02857142857152,132.0
10.675,136.3142857142858,140.0
10.705,152.3428571428572,143.0
10.735,158.48571428571438,171.0
10.765,149.37142857142868,145.0
10.795,137.4000000000001,132.0
10.825,142.17142857142866,148.0
10.855,148.57142857142867,146.0
10.885,145.80000000000007,147.0
10.915,142.94285714285724,142.0
10.945,131.45714285714294,136.0
10.975,132.77142857142866,123.0
11.005,142.02857142857152,150.0
11.035,150.77142857142866,150.0
11.065,155.25714285714295,149.0
11.095,153.54285714285723,164.0
11.125,148.17142857142866,139.0
11.155,132.1142857142858,140.0
11.185,136.5428571428572,126.0
11.215,135.74285714285722,148.0
11.245,147.97142857142865,134.0
11.275,137.85714285714295,155.0
11.305,134.00000000000006,119.0
11.335,127.31428571428579,134.0
11.365,130.85714285714295,133.0
11.395,137.6285714285715,127.0
11.425,135.11428571428578,152.0
11.455,136.45714285714294,120.0
11.485,129.11428571428578,140.0
11.515,132.77142857142866,129.0
11.545,134.00000000000009,131.0
11.575,142.57142857142864,146.0
11.605,135.2285714285715,139.0
11.635,122.54285714285723,115.0
11.665,116.7428571428572,123.0
11.695,131.71428571428578,124.0
11.725,148.4000000000001,152.0
11.755,141.05714285714294,151.0
11.785,119.00000000000009,107.0
11.815,128.08571428571435,122.0
11.845,135.71428571428578,158.0
11.875,123.82857142857151,106.0
11.905,116.57142857142864,117.0
11.935,119.34285714285721,134.0
11.965,128.48571428571435,105.0
11.995,121.40000000000006,149.0
12.025,139.37142857142865,111.0
12.055,134.68571428571437,158.0
12.085,138.4285714285715,126.0
12.115,118.28571428571435,123.0
12.145,115.08571428571436,112.0
12.175,103.28571428571435,111.0
12.205,119.65714285714293,102.0
12.235,140.80000000000007,157.0
12.265,141.3142857142858,142.0
12.295,123.40000000000009,112.0
12.325,121.17142857142865,130.0
12.355,131.65714285714293,126.0
12.385,125.54285714285722,133.0
12.415,125.20000000000007,118.0
12.445,138.08571428571437,135.0
12.475,139.5142857142858,154.0
12.505,118.25714285714292,109.0
12.535,108.65714285714293,103.0
12.565,120.37142857142864,131.0
12.595,129.88571428571436,122.0
12.625,121.54285714285722,129.0
12.655,119.17142857142865,113.0
12.685,122.08571428571436,122.0
12.715,124.80000000000007,132.0
12.745,129.7428571428572,118.0
12.775,126.31428571428579,139.0
12.805,126.68571428571435,117.0
12.835,115.57142857142864,122.0
12.865,116.05714285714292,111.0
12.895,112.05714285714294,116.0
12.925,111.71428571428578,110.0
12.955,114.40000000000008,112.0
12.985,115.60000000000007,121.0
13.015,111.25714285714292,108.0
13.045,107.34285714285721,107.0
13.075,115.45714285714291,114.0
13.105,112.9428571428572,121.0
13.135,116.37142857142864,103.0
13.165,116.74285714285722,129.0
13.195,116.0285714285715,112.0
13.225,113.8285714285715,108.0
13.255,116.57142857142864,126.0
13.285,111.45714285714291,107.0
13.315,105.17142857142863,102.0
13.345,102.37142857142862,110.0
13.375,99.00000000000006,93.0
13.405,103.62857142857149,102.0
13.435,110.97142857142863,118.0
13.465,105.48571428571435,103.0
13.495,108.11428571428577,101.0
13.525,116.37142857142864,127.0
13.555,120.54285714285722,113.0
13.585,108.65714285714293,115.0
13.615,108.97142857142863,101.0
13.645,104.77142857142864,113.0
13.675,105.22857142857148,100.0
13.705,109.22857142857148,107.0
13.735,108.48571428571434,118.0
13.765,97.85714285714292,91.0
13.795,100.05714285714292,95.0
13.825,106.0571428571429,119.0
13.855,102.85714285714292,93.0
13.885,92.9428571428572,98.0
13.915,109.17142857142863,100.0
13.945,108.0571428571429,124.0
13.975,99.31428571428577,88.0
14.005,97.88571428571434,96.0
14.035,112.97142857142863,120.0
14.065,110.9428571428572,110.0
14.095,101.51428571428578,98.0
14.125,105.17142857142862,105.0
14.155,104.65714285714292,111.0
14.185,101.37142857142862,94.0
14.215,103.77142857142863,106.0
14.245,111.20000000000007,113.0
14.275,108.28571428571435,107.0
